"CODIGO","NOMBRE","CATEGORIA","TECNOLOGIA","ESTADO","FECHA_INSTALACION","FECHA_SUSPENSION","ALTITUD","LATITUD","LONGITUD","DEPARTAMENTO","MUNICIPIO","AREA_OPERATIVA","ENTIDAD","AREA_HIDROGRAFICA","ZONA_HIDROGRAFICA","SUBZONA_HIDROGRAFICA","CORRIENTE","OBSERVACION","SUBRED"
11027070,"BORAUDO [11027070]","Limnigráfica","Automática con Telemetría, Convencional","En Mantenimiento","15/04/2005","02/07/2025",78,"5,5146111110","-76,57569444","Choco","Lloró","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Cabi y otros Directos Atrato (md)","ATRATO","AUTOMATIZACION REPORTA QUE DEBIDO A SINIESTRO SE RETIRA ALGUNOS COMPONENTES PRESENTES POR ESTA RAZON ESTA EN MANTENIMIENTO
Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO (22032023)|06/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización 24/04/2025 se realiza el cambio bajo el memorando 20253080087083. |02/07/2025$mvelez$La estación está ubicada sobre el río Atrato, la sección es inestable, no tiene observador y la estación automática no ha generado datos continuos. No pertenece a la red de alertas diarias. No pertenece a programa de sedimentos ni de calidad de agua. La calidad de las series de niveles y de caudales es deficiente.  Bajo memorando 20253080112483|27/08/2025$mvelez$Se cambia el estado de la estación de suspendida a mantenimiento debido a que realizara visita técnica con el convenio Corchoco bajo memorando 20253080146613- 29/08/2025 ",
11030010,"CERTEGUI [11030010]","Pluviométrica","Automática con Telemetría, Convencional","Activa","15/01/1967",,72,"5,38","-76,61","Choco","Cértegui","Area Operativa 09 - Cauca-Valle-Caldas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito",,"EL GRUPO DE AUTOMATIZACION REPORTA QUE LA ESTACION DEJO DE TRANSMITIR EL 30/10/22. ESTACION EN MANTENIMIENTO (07/12/2022)",
11030030,"MANAGRU [11030030]","Pluviométrica","Convencional","Activa","15/02/1977",,64,"5,3341666670","-76,72813889","Choco","El Cantón Del San Pablo (Managrú)","Area Operativa 09 - Cauca-Valle-Caldas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito",,,
11030040,"PAIMADO [11030040]","Pluviométrica","Convencional","Activa","15/02/1977",,35,"5,4816111110","-76,74086111","Choco","Rio Quito (Paimadó)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito",,,
11030070,"LOMA LA PUEBLO NUEVO [11030070]","Pluviográfica","Convencional","Suspendida","15/04/2005","15/12/2022",72,"5,5846666670","-76,7532777780","Choco","Rio Quito (Paimadó)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito","QUITO","ESTACIÓN RECREADA EN CNE (15122022). ESTA ESTACIÓN HABÍA SIDO ELIMINADA EN EL PRIMER PROCESO DE HOMOLOGACION.",
11035010,"LLORO [11035010]","Climatológica Principal","Automática con Telemetría, Convencional","Activa","15/03/1983",,60,"5,4990","-76,5390","Choco","Lloró","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Andágueda",,"Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|20/10/2022$Migracion$Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|20/10/2022$Migracion$Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|20/10/2022$Migracion$Estación Homologada con LLORO - AUT [1117500060] Datos Transferidos desde 18/04/2018|21/06/2024$lhurtado$Se actualiza tecnología por solicitud de la coordinadora del AO. Reunión Estado de la Red 19062024|25/04/2025$mvelez$Se realiza el cambio de coordenadas y elevación latitud 5.499, longitud -76.539 elevación 60 m, se hace necesario actualizar la ubicación geográfica, ya que la información que reposa actualmente, no corresponde a la ubicación real de la estación. Solicitud memorando 20253080049583 |24/11/2025$mvelez$Se recategoriza la estación bajo el memorando 20253080179543 dejandola CP convencional, automatica con telemetria, trasnmisión satelital inmarsat se pasan todas las etiquetas de la estación Lloro 1117500060 la cual fue suspendida. 
",
11035020,"SAN ISIDRO [11035020]","Pluviométrica","Convencional","Activa","15/03/1983",,53,"5,6261666670","-76,74972222","Choco","Rio Quito (Paimadó)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito",,"06/06/2022$Migracion$Estación Homologada en la primera fase con la estación SAN ISIDRO [11037010] ",
11035030,"UNION PANAMERICANA - AUT  [11035030]","Climatológica Ordinaria","Automática con Telemetría","Activa","29/12/2017",,110,"5,2848277780","-76,6278222220","Choco","Unión Panamericana ( Animas)","Area Operativa 09 - Cauca-Valle-Caldas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito",,"Corrección interna nombre de estación|26/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022",
11037010,"SAN ISIDRO [11037010] ","Limnimétrica","Convencional","Suspendida","15/05/1967","16/05/2022",53,"5,626250","-76,7497219440","Choco","Rio Quito (Paimadó)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito","QUITO","16/05/2022$Migracion$Creación nuevamente de la estación por error de eliminación en la primera homologacion",
11037020,"PUENTE CERTEGUI [11037020]","Limnigráfica","Convencional","Activa","15/06/1971",,77,"5,374750","-76,613250","Choco","Cértegui","Area Operativa 09 - Cauca-Valle-Caldas","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito","QUITO",,
11037030,"LA LOMA PUEBLO [11037030]","Limnigráfica","Automática con Telemetría","Suspendida","15/04/2005","11/10/2018",72,"5,5846666670","-76,75327778","Choco","Rio Quito (Paimadó)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Quito","QUITO","Mediante orfeo 20187010005963 el Coordinador del AO 01 solicita suspender estacion.",
11040010,"TUTUNENDO [11040010]","Pluviométrica","Convencional","Activa","15/01/1966",,54,"5,7436111110","-76,53780556","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Bebaramá y otros Directos Atrato (md)",,,
11045010,"AEROPUERTO EL CARAÑO [11045010]","Sinóptica Principal","Automática con Telemetría","Activa","15/02/1947",,75,"5,6905555560","-76,64377778","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Cabi y otros Directos Atrato (md)",,"ESTACION ACTIVADA NUEVAMENTE EN SU COMPONENTE CONVENCIONAL POR SOLICITUD DEL AO. (16012023) ESTACION YA CUENTA CON OBSERVADOR.","RED DE ISOTOPIA AREA OPERATIVA 01,Colombia,SINOPTICA"
11045030,"HUAPANGO [11045030]","Climatológica Ordinaria","Convencional","Suspendida","15/07/1966","15/11/1972",50,"5,70","-76,63333333","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Cabi y otros Directos Atrato (md)",,,
11047010,"BELÉN - AUT [11047010]","Limnigráfica","Automática con Telemetría, Convencional","Activa","15/12/1965",,26,"5,7648333330","-76,66966667","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Cabi y otros Directos Atrato (md)","ATRATO","Actualizada Tecnologia y Tipo de Transmision por solicitud del coordinador del AO. (22032023)|15/10/2025$mvelez$Se cambio de estado bajo el memorando 20253080178903 atendiendo a la solicitud del aop 1 y del grupo de automatización ",
11047020,"QUIBDO [11047020]","Limnigráfica","Automática con Telemetría","Activa","15/05/1974",,21,"5,6977780560","-76,6622222220","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Cabi y otros Directos Atrato (md)","ATRATO","Estación Pendiente Homologacion 2|27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.|17/12/2024$mvelez$Se modifica la altura a solicitud de la coordinadora AO1 mediante memorando 20243080239923","RED ALERTAS - AREA OPERATIVA 01"
11047030,"NEGUA [11047030]","Limnimétrica","Convencional","Suspendida","15/05/1975","26/02/2026",35,"5,8281688890","-76,6180166670","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Bebaramá y otros Directos Atrato (md)","NEGUA","27/12/2021$Migracion$Por Solicitud del Coordinador del AO 01. Se hacen ajustes solicitados mediante correo electrónico ya que actualmente la mesa de ayuda esta fuera de servicio.|02/07/2025$mvelez$La estación está ubicada sobre el río Negúa, afluente del río Atrato, la calidad de las lecturas convencionales es regular. No cuenta con componente automático. No pertenece a la red de alertas diarias. No pertenece a programa de sedimentos. La calidad de las series de niveles y de caudales es regular, debido a que en la estación y los alrededores hay maquinaria usada para la minería. Bajo el memorado 20253080112483|14/07/2025$mvelez$Bajo el memorando 20253080112483 se solicito la suspensión luego de la visita a la estación se recopilo información que no se ha capturado en el sistema se deja una ventana de 150 días para la revisión y captura  de la información razón por la cual se activa nuevamente. 


|26/09/2025$mvelez$Bajo memorando 20253080112483 se solicitó la suspensión  luego de la visita a la estación se recopilo información que no se ha capturado en el sistema se dejó una ventana de 150 días para la captura de la información se vuelve a suspender ya que se cuenta con la información en el sistemas DHIME ",
11047040,"QUIBDO [11047040]","Limnigráfica","Automática con Telemetría","En Mantenimiento","30/11/2008",,21,"5,6977780560","-76,66222222","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Cabi y otros Directos Atrato (md)","ATRATO","Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|08/11/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|16/05/2022$Migracion$Estacion Pendiente Homologacion 2|04/02/2025$mvelez$Se modifica la altura a solicitud de la coordinadora AO1 mediante memorando 20243080239923",
11050010,"TAGACHI [11050010]","Pluviométrica","Convencional","Activa","15/01/1966",,20,"6,2217777780","-76,72702778","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)",,,
11050020,"BETE [11050020]","Pluviométrica","Convencional","Activa","15/02/1977",,25,"5,9947222220","-76,78002778","Choco","Medio Atrato (Beté)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Quito y Bojayá (mi)",,"Solicitado mediante correo electrónico|26/08/2022$Migracion$Se Cambia Estado por orden de la Coordinación de Planeacion Operativa Decisión tomada en la Reunión de la RED 19/08/2022|21/06/2024$lhurtado$Se actualiza tecnología por solicitud de la coordinadora del AO. Reunión Estado de la Red 19062024|21/02/2025$mvelez$Se activa la estación por solicitud de la coor Gladys del Gallego bajo el memorando 20253080031513 ",
11050030,"EL BUEY [11050030]","Pluviométrica","Convencional","Activa","15/02/1977",,25,"6,1025","-76,82136111","Choco","Medio Atrato (Beté)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Quito y Bojayá (mi)",,,
11050040,"CALAORRA [11050040]","Pluviométrica","Convencional","Suspendida","15/02/1977","15/03/1994",50,"5,7666666670","-76,85","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Quito y Bojayá (mi)",,,
11050060,"ALTO DEL BUEY [11050060]","Pluviométrica","Convencional","Activa","15/02/1977",,100,"6,1083333330","-76,91563889","Choco","Medio Atrato (Beté)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Quito y Bojayá (mi)",,,
11057010,"TAGACHI [11057010]","Limnimétrica","Convencional","Suspendida","15/04/1966","15/02/2002",18,"6,2166666670","-76,71666667","Choco","Quibdó","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)","ATRATO",,
11057020,"SAN ANTONIO PADUA - AUT [11057020]","Limnigráfica","Automática con Telemetría, Convencional","Activa","15/05/1973",,18,"6,2866666670","-76,76180556","Antioquia","Vigia Del Fuerte","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)","ATRATO","SE ACTIVA NUEVAMENTE POR SOLICITUD DEL AO. ESTACION YA CUENTA CON OBSERVADOR.|06/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización 24/04/2025 se realiza el cambio bajo el memorando 20253080087083. ",
11060010,"BUCHADO [11060010]","Pluviométrica","Convencional","Activa","15/01/1969",,18,"6,42","-76,77927778","Antioquia","Vigia Del Fuerte","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Bebaramá y Murrí (md)",,,
11070010,"PLAYA LA-MURRY [11070010] ","Pluviométrica","Convencional","Suspendida","15/12/1966","16/05/2022",22,"6,6166669440","-76,75","Antioquia","Vigia Del Fuerte","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí",,"16/05/2022$Migracion$Creación de estación nuevamente en CNE por eliminación en el primer proceso de homologacion",
11070020,"EL ROBLE [11070020]","Pluviométrica","Convencional","Activa","15/03/1977",,1496,"6,3320516670","-76,229145","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí",,,
11070030,"LA CLARITA [11070030]","Pluviométrica","Convencional","Activa","15/03/1977",,2300,"6,5394444440","-76,15861111","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí",,,
11070040,"URRAO [11070040]","Pluviométrica","Convencional","Suspendida","15/01/1969","15/07/1973",1875,"6,3333333330","-76,16666667","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí",,,
11070130,"BRECHON EL [11070130]","Pluviométrica","Convencional","Suspendida","15/10/1970","15/01/2000",2320,"6,1333333330","-76,03333333","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí",,,
11075010,"HONDA LA [11075010]","Climatológica Ordinaria","Convencional","Suspendida","15/07/1990","10/05/2011",1850,"6,3563888890","-76,15805556","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí",,,
11075020,"URRAO [11075020]","Climatológica Ordinaria","Convencional","Activa","15/06/1973",,1833,"6,2983055560","-76,1433055560","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí",,"Orfeo 20177010004033","RED ALERTAS - AREA OPERATIVA 01,Zona cafetera"
11077010,"BELLAVISTA  [11077010]","Limnimétrica","Convencional","Activa","15/05/1966",,12,"6,5588055560","-76,88447222","Choco","Bojayá (Bellavista)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Quito y Bojayá (mi)","ATRATO","Solicitado mediante REQ 2018-013834 de la mesa de servicio",
11077020,"LA MAGDALENA [11077020]","Limnimétrica","Convencional","Activa","15/09/1972","18/11/2025",1770,"6,2983611110","-76,13447222","Antioquia","Urrao","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí","PENDERISCO","ESTACION ACTIVADA NUEVAMENTE EN SU COMPONENTE CONVENCIONAL POR SOLICITUD DEL AO. ESTACION YA CUENTA CON OBSERVADOR Y PERTENECE A LA RED DE ALERTAS.|30/05/2025$mvelez$Se realiza el cambio de categoría y tecnología luego de realizar la revisión con el grupo de automatización el 24/04/2025 se realiza cambio bajo memorando 20253080087093|18/11/2025$mvelez$Se suspende bajo el memorando 20253080021923 con la aprobación de las áreas temáticas y automatización con la hoja de inspección y el proceso de almacén |19/11/2025$mvelez$Se activa la estación bajo el memorando  20253080207133 la   cual   se   cerró   anteriormente   por   siniestro   y   falta   de equipos   para   operarla, pero   en   la   actualidad   se   reactivó   y   se   puede   operar nuevamente quedando convencional ","RED ALERTAS - AREA OPERATIVA 01,Zona cafetera"
11077030,"PLAYA LA [11077030]","Limnimétrica","Convencional","Suspendida","15/09/1975","15/02/2002",22,"6,6166666670","-76,75","Antioquia","Vigia Del Fuerte","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Murrí","MURRI","06/06/2022$Migracion$Estación homologada en primera fase con la estación  PLAYA LA-MURRY [11070010]",
11080010,"BELLAVISTA - AUT [11080010]","Climatológica Ordinaria","Automática con Telemetría","Activa","15/07/1966",,18,"6,5591666670","-76,88541667","Choco","Bojayá (Bellavista)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Directos Atrato entre ríos Quito y Bojayá (mi)",,"Cambio Nombre por error en migración|29/09/2022$Migracion$Cambio Nombre por error en migración|06/06/2025$mvelez$La estación fue actualizada en su estado luego de la reunión con el grupo de automatización 24/04/2025 se realiza el cambio bajo el memorando 20253080087083. ",
11080030,"LOMA LA-BOJAYA [11080030]","Pluviométrica","Convencional","Suspendida","15/01/1967","16/05/2022",20,"6,5333330560","-76,9833327780","Choco","Bojayá (Bellavista)","Area Operativa 01 - Antioquia-Chocó","INSTITUTO DE HIDROLOGÍA METEOROLOGÍA Y ESTUDIOS AMBIENTALES","Caribe","Atrato - Darién","Río Bojayá",,"16/05/2022$Migracion$Creación de la Estación nuevamente por eliminación en el proceso de homologacion 1|06/06/2022$Migracion$16/05/2022$Migracion$Creación de la Estación nuevamente por eliminación en el proceso de homologacion 1 Estación Homologada en primera fase con la estación LOMA LA [11085010]",
